Time,"x","y","z","Ux","Uy","Uz","p"
1,0.15,0.9,0,0.01699,0.16932,0,-0.075414
1,0.2,0.9,0,0.069264,0.13426,0,-0.06445
1,0.25,0.9,0,0.11848,0.10462,0,-0.057604
1,0.3,0.9,0,0.16183,0.081114,0,-0.053042
1,0.35,0.9,0,0.19875,0.062996,0,-0.049645
1,0.4,0.9,0,0.22957,0.049084,0,-0.046846
1,0.45,0.9,0,0.25491,0.038232,0,-0.044356
1,0.5,0.9,0,0.27531,0.029375,0,-0.041988
1,0.55,0.9,0,0.29102,0.021371,0,-0.039474
1,0.6,0.9,0,0.3017,0.012734,0,-0.036256
1,0.65,0.9,0,0.30608,0.0012722,0,-0.031137
1,0.7,0.9,0,0.30146,-0.016484,0,-0.021821
1,0.75,0.9,0,0.28302,-0.046289,0,-0.004296
1,0.8,0.9,0,0.24378,-0.097332,0,0.027682
1,0.85,0.9,0,0.1786,-0.18292,0,0.081844
1,0.9,0.9,0,0.080115,-0.30475,0,0.16057
1,0.95,0.9,0,0.012533,-0.38038,0,0.27141
1,1,0.9,0,0,0,0,0.33715
1,0,0.95,0,0,0,0,-0.28013
1,0.05,0.95,0,0.11949,0.18644,0,-0.2002
1,0.1,0.95,0,0.19436,0.14649,0,-0.098376
1,0.15,0.95,0,0.30011,0.10436,0,-0.067726
1,0.2,0.95,0,0.38037,0.074836,0,-0.054574
1,0.25,0.95,0,0.44131,0.053698,0,-0.04801
1,0.3,0.95,0,0.48832,0.038667,0,-0.044726
1,0.35,0.95,0,0.52468,0.02813,0,-0.042894
1,0.4,0.95,0,0.55285,0.020723,0,-0.041527
1,0.45,0.95,0,0.5747,0.015399,0,-0.040196
1,0.5,0.95,0,0.59156,0.011371,0,-0.038671
1,0.55,0.95,0,0.60418,0.0079604,0,-0.036642
1,0.6,0.95,0,0.61262,0.0044492,0,-0.033455
1,0.65,0.95,0,0.61605,-7.1208e-05,0,-0.027745
1,0.7,0.95,0,0.61223,-0.0070423,0,-0.016876
1,0.75,0.95,0,0.59673,-0.019157,0,0.0040117
1,0.8,0.95,0,0.56111,-0.041584,0,0.043092
1,0.85,0.95,0,0.49473,-0.085926,0,0.11397
1,0.9,0.95,0,0.36292,-0.16861,0,0.23303
1,0.95,0.95,0,0.22538,-0.25321,0,0.44791
1,1,0.95,0,0,0,0,0.58924
1,0,1,0,0.5,0,0,-0.38021
1,0.05,1,0,1,0,0,-0.25398
1,0.1,1,0,1,0,0,-0.096911
1,0.15,1,0,1,0,0,-0.057015
1,0.2,1,0,1,0,0,-0.044159
1,0.25,1,0,1,0,0,-0.038952
1,0.3,1,0,1,0,0,-0.037272
1,0.35,1,0,1,0,0,-0.037002
1,0.4,1,0,1,0,0,-0.036946
1,0.45,1,0,1,0,0,-0.036624
1,0.5,1,0,1,0,0,-0.03583
1,0.55,1,0,1,0,0,-0.034276
1,0.6,1,0,1,0,0,-0.03133
1,0.65,1,0,1,0,0,-0.025667
1,0.7,1,0,1,0,0,-0.01453
1,0.75,1,0,1,0,0,0.0073481
1,0.8,1,0,1,0,0,0.049175
1,0.85,1,0,1,0,0,0.12865
1,0.9,1,0,1,0,0,0.27259
1,0.95,1,0,1,0,0,0.5547
1,1,1,0,0.5,0,0,0.74499
1,0,0,0.1,0,0,0,2.5755e-08
1,0.05,0,0.1,0,0,0,-0.000213
1,0.1,0,0.1,0,0,0,-0.00053997
1,0.15,0,0.1,0,0,0,-0.00065074
1,0.2,0,0.1,0,0,0,-0.0005019
1,0.25,0,0.1,0,0,0,-6.6175e-05
1,0.3,0,0.1,0,0,0,0.00064686
1,0.35,0,0.1,0,0,0,0.0016096
1,0.4,0,0.1,0,0,0,0.0027868
1,0.45,0,0.1,0,0,0,0.0041365
1,0.5,0,0.1,0,0,0,0.0056079
1,0.55,0,0.1,0,0,0,0.0071392
1,0.6,0,0.1,0,0,0,0.0086572
1,0.65,0,0.1,0,0,0,0.010078
1,0.7,0,0.1,0,0,0,0.011314
1,0.75,0,0.1,0,0,0,0.012275
1,0.8,0,0.1,0,0,0,0.012891
1,0.85,0,0.1,0,0,0,0.013131
1,0.9,0,0.1,0,0,0,0.013033
1,0.95,0,0.1,0,0,0,0.01267
1,1,0,0.1,0,0,0,0.012431
1,0,0.05,0.1,0,0,0,0.00020925
1,0.05,0.05,0.1,-0.00053056,0.00052697,0,-6.2569e-06
1,0.1,0.05,0.1,-0.002068,0.0012316,0,-0.00031716
1,0.15,0.05,0.1,-0.004451,0.0016587,0,-0.00039407
1,0.2,0.05,0.1,-0.0071563,0.0017996,0,-0.00022782
1,0.25,0.05,0.1,-0.0098752,0.0017432,0,0.00020029
1,0.3,0.05,0.1,-0.012392,0.0015627,0,0.00088514
1,0.35,0.05,0.1,-0.01456,0.0013019,0,0.0018047
1,0.4,0.05,0.1,-0.016275,0.00098192,0,0.0029281
1,0.45,0.05,0.1,-0.017457,0.00061254,0,0.0042166
1,0.5,0.05,0.1,-0.018041,0.00020006,0,0.0056219
1,0.55,0.05,0.1,-0.017973,-0.00024704,0,0.0070848
1,0.6,0.05,0.1,-0.017216,-0.00071397,0,0.0085351
1,0.65,0.05,0.1,-0.015764,-0.001176,0,0.009893
1,0.7,0.05,0.1,-0.013656,-0.0015941,0,0.011074
1,0.75,0.05,0.1,-0.010998,-0.0019103,0,0.011998
1,0.8,0.05,0.1,-0.007991,-0.002045,0,0.012599
1,0.85,0.05,0.1,-0.004942,-0.0019026,0,0.012854
1,0.9,0.05,0.1,-0.0022617,-0.0013995,0,0.012789
1,0.95,0.05,0.1,-0.00055934,-0.00058692,0,0.012444
1,1,0.05,0.1,0,0,0,0.012203
1,0,0.1,0.1,0,0,0,0.0005418
1,0.05,0.1,0.1,-0.0012879,0.0020741,0,0.00029438
1,0.1,0.1,0.1,-0.0040992,0.0039566,0,-3.3774e-05
1,0.15,0.1,0.1,-0.0081668,0.0050492,0,-7.934e-05
1,0.2,0.1,0.1,-0.012679,0.0053976,0,0.00010436
1,0.25,0.1,0.1,-0.017166,0.0052064,0,0.00051889
1,0.3,0.1,0.1,-0.021301,0.0046547,0,0.0011636
1,0.35,0.1,0.1,-0.024848,0.0038589,0,0.0020236
1,0.4,0.1,0.1,-0.027638,0.002883,0,0.0030746
1,0.45,0.1,0.1,-0.029542,0.0017621,0,0.0042833
1,0.5,0.1,0.1,-0.030457,0.00052117,0,0.0056056
1,0.55,0.1,0.1,-0.030301,-0.00080927,0,0.006986
1,0.6,0.1,0.1,-0.029026,-0.0021828,0,0.0083581
1,0.65,0.1,0.1,-0.026627,-0.0035263,0,0.0096462
1,0.7,0.1,0.1,-0.023173,-0.0047295,0,0.01077
1,0.75,0.1,0.1,-0.018837,-0.0056337,0,0.011656
1,0.8,0.1,0.1,-0.013929,-0.006031,0,0.012244
1,0.85,0.1,0.1,-0.0089094,-0.0056862,0,0.012513
1,0.9,0.1,0.1,-0.0043994,-0.0044079,0,0.012475
1,0.95,0.1,0.1,-0.0013392,-0.0022532,0,0.012106
1,1,0.1,0.1,0,0,0,0.01183
1,0,0.15,0.1,0,0,0,0.00067526
1,0.05,0.15,0.1,-0.0018763,0.0046121,0,0.00036332
1,0.1,0.15,0.1,-0.0056714,0.0081297,0,-4.4105e-05
1,0.15,0.15,0.1,-0.010998,0.010081,0,-0.00010646
1,0.2,0.15,0.1,-0.016808,0.010661,0,7.1984e-05
1,0.25,0.15,0.1,-0.022531,0.010237,0,0.00047712
1,0.3,0.15,0.1,-0.027776,0.0091263,0,0.0011072
1,0.35,0.15,0.1,-0.032263,0.0075418,0,0.0019497
1,0.4,0.15,0.1,-0.035786,0.0056072,0,0.002984
1,0.45,0.15,0.1,-0.038189,0.0033938,0,0.0041806
1,0.5,0.15,0.1,-0.039347,0.00095537,0,0.0054984
1,0.55,0.15,0.1,-0.039158,-0.0016467,0,0.0068841
1,0.6,0.15,0.1,-0.037559,-0.0043216,0,0.0082711
1,0.65,0.15,0.1,-0.03454,-0.0069297,0,0.0095821
1,0.7,0.15,0.1,-0.030179,-0.0092618,0,0.010734
1,0.75,0.15,0.1,-0.024677,-0.011023,0,0.011644
1,0.8,0.15,0.1,-0.018409,-0.01183,0,0.012249
1,0.85,0.15,0.1,-0.011937,-0.011262,0,0.01252
1,0.9,0.15,0.1,-0.0060345,-0.0089727,0,0.012455
1,0.95,0.15,0.1,-0.0019245,-0.0049514,0,0.011985
1,1,0.15,0.1,0,0,0,0.011633
1,0,0.2,0.1,0,0,0,0.00054062
1,0.05,0.2,0.1,-0.0023016,0.007809,0,0.00016136
1,0.1,0.2,0.1,-0.0068746,0.013274,0,-0.00033578
1,0.15,0.2,0.1,-0.013214,0.016184,0,-0.00042778
1,0.2,0.2,0.1,-0.020056,0.016977,0,-0.00025911
1,0.25,0.2,0.1,-0.026749,0.016234,0,0.00014391
1,0.3,0.2,0.1,-0.032862,0.01444,0,0.00077784
1,0.35,0.2,0.1,-0.03809,0.011915,0,0.0016314
1,0.4,0.2,0.1,-0.04221,0.008849,0,0.0026871
1,0.45,0.2,0.1,-0.04505,0.0053524,0,0.0039185
1,0.5,0.2,0.1,-0.046467,0.0015076,0,0.0052873
1,0.55,0.2,0.1,-0.046339,-0.002593,0,0.006741
1,0.6,0.2,0.1,-0.044576,-0.0068126,0,0.0082114
1,0.65,0.2,0.1,-0.041146,-0.010938,0,0.0096153
1,0.7,0.2,0.1,-0.036106,-0.014646,0,0.01086
1,0.75,0.2,0.1,-0.029667,-0.01748,0,0.011849
1,0.8,0.2,0.1,-0.022247,-0.018845,0,0.012505
1,0.85,0.2,0.1,-0.0145,-0.01808,0,0.012787
1,0.9,0.2,0.1,-0.0073627,-0.014627,0,0.01268
1,0.95,0.2,0.1,-0.0023556,-0.0083422,0,0.012088
1,1,0.2,0.1,0,0,0,0.011649
1,0,0.25,0.1,0,0,0,7.103e-05
1,0.05,0.25,0.1,-0.0026557,0.011548,0,-0.00037215
1,0.1,0.25,0.1,-0.0079224,0.019246,0,-0.00095624
1,0.15,0.25,0.1,-0.015185,0.023209,0,-0.0010782
1,0.2,0.25,0.1,-0.022974,0.024197,0,-0.00091536
1,0.25,0.25,0.1,-0.03056,0.023064,0,-0.00050328
1,0.3,0.25,0.1,-0.03748,0.020487,0,0.00015362
1,0.35,0.25,0.1,-0.043414,0.01691,0,0.0010456
1,0.4,0.25,0.1,-0.048134,0.01259,0,0.0021581
1,0.45,0.25,0.1,-0.051458,0.0076729,0,0.0034686
1,0.5,0.25,0.1,-0.053223,0.0022638,0,0.0049412
1,0.55,0.25,0.1,-0.053281,-0.0035212,0,0.0065243
1,0.6,0.25,0.1,-0.0515,-0.0095047,0,0.0081464
1,0.65,0.25,0.1,-0.047797,-0.015399,0,0.0097154
1,0.7,0.25,0.1,-0.042187,-0.020755,0,0.011123
1,0.75,0.25,0.1,-0.034859,-0.024919,0,0.012254
1,0.8,0.25,0.1,-0.026263,-0.027029,0,0.013006
1,0.85,0.25,0.1,-0.017164,-0.026117,0,0.013321
1,0.9,0.25,0.1,-0.0087035,-0.021335,0,0.013173
1,0.95,0.25,0.1,-0.0027595,-0.012365,0,0.012445
1,1,0.25,0.1,0,0,0,0.011909
1,0,0.3,0.1,0,0,0,-0.00077765
1,0.05,0.3,0.1,-0.0030187,0.01581,0,-0.0012872
1,0.1,0.3,0.1,-0.0090076,0.026036,0,-0.0019611
1,0.15,0.3,0.1,-0.017238,0.03116,0,-0.0021114
1,0.2,0.3,0.1,-0.026022,0.032337,0,-0.0019473
1,0.25,0.3,0.1,-0.034551,0.030749,0,-0.0015131
1,0.3,0.3,0.1,-0.042334,0.027305,0,-0.00081368
1,0.35,0.3,0.1,-0.049044,0.022584,0,0.00014314
1,0.4,0.3,0.1,-0.054454,0.016912,0,0.0013469
1,0.45,0.3,0.1,-0.058378,0.010464,0,0.0027797
1,0.5,0.3,0.1,-0.060636,0.0033537,0,0.0044093
1,0.55,0.3,0.1,-0.061042,-0.0042924,0,0.0061859
1,0.6,0.3,0.1,-0.059404,-0.012271,0,0.0080347
1,0.65,0.3,0.1,-0.05556,-0.02023,0,0.0098521
1,0.7,0.3,0.1,-0.049442,-0.027579,0,0.01151
1,0.75,0.3,0.1,-0.041177,-0.033424,0,0.012864
1,0.8,0.3,0.1,-0.031226,-0.036558,0,0.013775
1,0.85,0.3,0.1,-0.020484,-0.035591,0,0.014159
1,0.9,0.3,0.1,-0.010371,-0.029286,0,0.013975
1,0.95,0.3,0.1,-0.0032516,-0.017111,0,0.013079
1,1,0.3,0.1,0,0,0,0.012421
1,0,0.35,0.1,0,0,0,-0.0020475
1,0.05,0.35,0.1,-0.003449,0.020654,0,-0.0026329
1,0.1,0.35,0.1,-0.010278,0.033739,0,-0.0034074
1,0.15,0.35,0.1,-0.01962,0.040142,0,-0.0035847
1,0.2,0.35,0.1,-0.02954,0.041497,0,-0.0034118
1,0.25,0.35,0.1,-0.039139,0.039388,0,-0.002943
1,0.3,0.35,0.1,-0.047904,0.034994,0,-0.0021841
1,0.35,0.35,0.1,-0.055514,0.029049,0,-0.00114
1,0.4,0.35,0.1,-0.061753,0.021948,0,0.00018424
1,0.45,0.35,0.1,-0.06644,0.013882,0,0.0017776
1,0.5,0.35,0.1,-0.069381,0.0049555,0,0.0036149
1,0.55,0.35,0.1,-0.070349,-0.0047217,0,0.0056493
1,0.6,0.35,0.1,-0.069074,-0.014949,0,0.0078046
1,0.65,0.35,0.1,-0.065277,-0.025326,0,0.0099673
1,0.7,0.35,0.1,-0.058748,-0.035122,0,0.011985
1,0.75,0.35,0.1,-0.049486,-0.043151,0,0.01367
1,0.8,0.35,0.1,-0.037914,-0.047744,0,0.014835
1,0.85,0.35,0.1,-0.025054,-0.046922,0,0.015348
1,0.9,0.35,0.1,-0.012703,-0.038883,0,0.015138
1,0.95,0.35,0.1,-0.0039472,-0.022822,0,0.014017
1,1,0.35,0.1,0,0,0,0.013189
1,0,0.4,0.1,0,0,0,-0.0037939
1,0.05,0.4,0.1,-0.0039916,0.026206,0,-0.0044709
1,0.1,0.4,0.1,-0.011848,0.042527,0,-0.0053644
1,0.15,0.4,0.1,-0.022523,0.050331,0,-0.0055685
1,0.2,0.4,0.1,-0.033773,0.051839,0,-0.0053797
1,0.25,0.4,0.1,-0.044605,0.049126,0,-0.0048665
1,0.3,0.4,0.1,-0.054494,0.043693,0,-0.0040361
1,0.35,0.4,0.1,-0.06314,0.036451,0,-0.0028897
1,0.4,0.4,0.1,-0.070361,0.027863,0,-0.0014249
1,0.45,0.4,0.1,-0.075998,0.018125,0,0.00035753
1,0.5,0.4,0.1,-0.079857,0.0073028,0,0.0024436
1,0.55,0.4,0.1,-0.081671,-0.0045513,0,0.004795
1,0.6,0.4,0.1,-0.081081,-0.017286,0,0.0073398
1,0.65,0.4,0.1,-0.077649,-0.030498,0,0.0099585
1,0.7,0.4,0.1,-0.07094,-0.04333,0,0.012471
1,0.75,0.4,0.1,-0.060718,-0.054262,0,0.014641
1,0.8,0.4,0.1,-0.04725,-0.061012,0,0.016202
1,0.85,0.4,0.1,-0.031636,-0.060746,0,0.016946
1,0.9,0.4,0.1,-0.016157,-0.050795,0,0.016738
1,0.95,0.4,0.1,-0.0050051,-0.029927,0,0.015305
1,1,0.4,0.1,0,0,0,0.014229
1,0,0.45,0.1,0,0,0,-0.0060929
1,0.05,0.45,0.1,-0.0046923,0.032645,0,-0.006884
1,0.1,0.45,0.1,-0.013828,0.052645,0,-0.0079216
1,0.15,0.45,0.1,-0.026111,0.061958,0,-0.0081523
1,0.2,0.45,0.1,-0.038915,0.063556,0,-0.0079404
1,0.25,0.45,0.1,-0.051143,0.060119,0,-0.007376
1,0.3,0.45,0.1,-0.06228,0.05354,0,-0.0064688
1,0.35,0.45,0.1,-0.072076,0.044932,0,-0.0052156
1,0.4,0.45,0.1,-0.08041,0.034829,0,-0.0036037
1,0.45,0.45,0.1,-0.087178,0.023413,0,-0.0016202
1,0.5,0.45,0.1,-0.092214,0.01068,0,0.00073798
1,0.55,0.45,0.1,-0.095234,-0.003431,0,0.0034503
1,0.6,0.45,0.1,-0.095786,-0.018891,0,0.0064601
1,0.65,0.45,0.1,-0.093234,-0.035377,0,0.0096525
1,0.7,0.45,0.1,-0.086826,-0.051973,0,0.012828
1,0.75,0.45,0.1,-0.075919,-0.066814,0,0.015689
1,0.8,0.45,0.1,-0.060409,-0.076832,0,0.017867
1,0.85,0.45,0.1,-0.041305,-0.07794,0,0.019024
1,0.9,0.45,0.1,-0.021439,-0.06605,0,0.018896
1,0.95,0.45,0.1,-0.0066981,-0.039141,0,0.017029
1,1,0.45,0.1,0,0,0,0.015579
1,0,0.5,0.1,0,0,0,-0.0090498
1,0.05,0.5,0.1,-0.0056142,0.040211,0,-0.0099842
1,0.1,0.5,0.1,-0.016354,0.064395,0,-0.011196
1,0.15,0.5,0.1,-0.03057,0.075287,0,-0.011449
1,0.2,0.5,0.1,-0.045147,0.076837,0,-0.011204
1,0.25,0.5,0.1,-0.058893,0.072495,0,-0.010582
1,0.3,0.5,0.1,-0.071336,0.06463,0,-0.0096002
1,0.35,0.5,0.1,-0.082316,0.054589,0,-0.008248
1,0.4,0.5,0.1,-0.091816,0.042981,0,-0.0065013
1,0.45,0.5,0.1,-0.099833,0.029957,0,-0.0043289
1,0.5,0.5,0.1,-0.10628,0.015406,0,-0.0017049
1,0.55,0.5,0.1,-0.11089,-0.00090847,0,0.0013791
1,0.6,0.5,0.1,-0.11317,-0.019185,0,0.0048997
1,0.65,0.5,0.1,-0.11225,-0.039325,0,0.0087695
1,0.7,0.5,0.1,-0.10698,-0.060504,0,0.012792
1,0.75,0.5,0.1,-0.096082,-0.08059,0,0.016621
1,0.8,0.5,0.1,-0.078743,-0.095582,0,0.019753
1,0.85,0.5,0.1,-0.0555,-0.099591,0,0.021649
1,0.9,0.5,0.1,-0.029636,-0.086155,0,0.021789
1,0.95,0.5,0.1,-0.0095092,-0.051629,0,0.019348
1,1,0.5,0.1,0,0,0,0.017342
1,0,0.55,0.1,0,0,0,-0.012813
1,0.05,0.55,0.1,-0.0068615,0.049228,0,-0.013926
1,0.1,0.55,0.1,-0.019623,0.078148,0,-0.015344
1,0.15,0.55,0.1,-0.036128,0.09059,0,-0.015599
1,0.2,0.55,0.1,-0.052649,0.091827,0,-0.015299
1,0.25,0.55,0.1,-0.067925,0.086299,0,-0.014611
1,0.3,0.55,0.1,-0.081584,0.076953,0,-0.013559
1,0.35,0.55,0.1,-0.093613,0.065404,0,-0.012128
1,0.4,0.55,0.1,-0.10416,0.052343,0,-0.010279
1,0.45,0.55,0.1,-0.11337,0.037879,0,-0.0079625
1,0.5,0.55,0.1,-0.1213,0.021761,0,-0.0051242
1,0.55,0.55,0.1,-0.12779,0.0035057,0,-0.0017157
1,0.6,0.55,0.1,-0.13236,-0.017439,0,0.0022957
1,0.65,0.55,0.1,-0.13399,-0.041401,0,0.0068886
1,0.7,0.55,0.1,-0.13106,-0.067926,0,0.011922
1,0.75,0.55,0.1,-0.12147,-0.094861,0,0.017045
1,0.8,0.55,0.1,-0.10322,-0.11726,0,0.021627
1,0.85,0.55,0.1,-0.075707,-0.12681,0,0.024833
1,0.9,0.55,0.1,-0.042189,-0.11314,0,0.025669
1,0.95,0.55,0.1,-0.014235,-0.069226,0,0.022575
1,1,0.55,0.1,0,0,0,0.019794
1,0,0.6,0.1,0,0,0,-0.017603
1,0.05,0.6,0.1,-0.0086149,0.060145,0,-0.018934
1,0.1,0.6,0.1,-0.02393,0.094343,0,-0.020573
1,0.15,0.6,0.1,-0.043064,0.1081,0,-0.020778
1,0.2,0.6,0.1,-0.06155,0.10855,0,-0.020371
1,0.25,0.6,0.1,-0.078127,0.1014,0,-0.019591
1,0.3,0.6,0.1,-0.092623,0.090284,0,-0.018469
1,0.35,0.6,0.1,-0.10524,0.077122,0,-0.016982
1,0.4,0.6,0.1,-0.11636,0.062687,0,-0.015079
1,0.45,0.6,0.1,-0.12633,0.047047,0,-0.012694
1,0.5,0.6,0.1,-0.13543,0.029791,0,-0.0097461
1,0.55,0.6,0.1,-0.14373,0.010134,0,-0.0061409
1,0.6,0.6,0.1,-0.15085,-0.012961,0,-0.001772
1,0.65,0.6,0.1,-0.1558,-0.040497,0,0.0034557
1,0.7,0.6,0.1,-0.15658,-0.072786,0,0.0095517
1,0.75,0.6,0.1,-0.15018,-0.10816,0,0.016279
1,0.8,0.6,0.1,-0.133,-0.14103,0,0.022965
1,0.85,0.6,0.1,-0.10241,-0.16017,0,0.028425
1,0.9,0.6,0.1,-0.060475,-0.14928,0,0.030848
1,0.95,0.6,0.1,-0.022016,-0.094599,0,0.027315
1,1,0.6,0.1,0,0,0,0.023605
1,0,0.65,0.1,0,0,0,-0.023776
1,0.05,0.65,0.1,-0.011193,0.0736,0,-0.025349
1,0.1,0.65,0.1,-0.029702,0.11346,0,-0.027167
1,0.15,0.65,0.1,-0.051642,0.12791,0,-0.027189
1,0.2,0.65,0.1,-0.071731,0.12674,0,-0.026565
1,0.25,0.65,0.1,-0.088887,0.1173,0,-0.025627
1,0.3,0.65,0.1,-0.10329,0.10399,0,-0.024406
1,0.35,0.65,0.1,-0.11547,0.08904,0,-0.022869
1,0.4,0.65,0.1,-0.12606,0.073307,0,-0.020955
1,0.45,0.65,0.1,-0.13571,0.056814,0,-0.018588
1,0.5,0.65,0.1,-0.14497,0.038999,0,-0.015678
1,0.55,0.65,0.1,-0.15419,0.01876,0,-0.012089
1,0.6,0.65,0.1,-0.16333,-0.0055209,0,-0.0076328
1,0.65,0.65,0.1,-0.17162,-0.035743,0,-0.0020571
1,0.7,0.65,0.1,-0.17707,-0.073452,0,0.0049107
1,0.75,0.65,0.1,-0.17601,-0.1182,0,0.01337
1,0.8,0.65,0.1,-0.16317,-0.1646,0,0.022869
1,0.85,0.65,0.1,-0.13299,-0.19866,0,0.031974
1,0.9,0.65,0.1,-0.084582,-0.19613,0,0.037639
1,0.95,0.65,0.1,-0.03407,-0.13106,0,0.034707
1,1,0.65,0.1,0,0,0,0.030309
1,0,0.7,0.1,0,0,0,-0.031965
1,0.05,0.7,0.1,-0.015153,0.090506,0,-0.033727
1,0.1,0.7,0.1,-0.037491,0.13588,0,-0.035513
1,0.15,0.7,0.1,-0.061853,0.14966,0,-0.035052
1,0.2,0.7,0.1,-0.082305,0.14552,0,-0.033978
1,0.25,0.7,0.1,-0.098321,0.13278,0,-0.032733
1,0.3,0.7,0.1,-0.11071,0.11669,0,-0.031324
1,0.35,0.7,0.1,-0.12044,0.099697,0,-0.02969
1,0.4,0.7,0.1,-0.1285,0.082707,0,-0.02776
1,0.45,0.7,0.1,-0.1358,0.065694,0,-0.025467
1,0.5,0.7,0.1,-0.1432,0.047971,0,-0.022726
1,0.55,0.7,0.1,-0.15137,0.02817,0,-0.019394
1,0.6,0.7,0.1,-0.1607,0.0041264,0,-0.015202
1,0.65,0.7,0.1,-0.17096,-0.02711,0,-0.0097466
1,0.7,0.7,0.1,-0.18079,-0.068682,0,-0.0024017
1,0.75,0.7,0.1,-0.18667,-0.12216,0,0.007561
1,0.8,0.7,0.1,-0.18227,-0.18373,0,0.020391
1,0.85,0.7,0.1,-0.15899,-0.23809,0,0.034842
1,0.9,0.7,0.1,-0.11099,-0.25243,0,0.046421
1,0.95,0.7,0.1,-0.050624,-0.18145,0,0.046856
1,1,0.7,0.1,0,0,0,0.043053
1,0,0.75,0.1,0,0,0,-0.0434
1,0.05,0.75,0.1,-0.021443,0.11213,0,-0.04504
1,0.1,0.75,0.1,-0.047796,0.16148,0,-0.046102
1,0.15,0.75,0.1,-0.072637,0.17192,0,-0.044504
1,0.2,0.75,0.1,-0.090278,0.16268,0,-0.042536
1,0.25,0.75,0.1,-0.10157,0.14535,0,-0.040695
1,0.3,0.75,0.1,-0.10837,0.12578,0,-0.038898
1,0.35,0.75,0.1,-0.11229,0.10651,0,-0.037022
1,0.4,0.75,0.1,-0.11466,0.088346,0,-0.034984
1,0.45,0.75,0.1,-0.11663,0.071165,0,-0.032728
1,0.5,0.75,0.1,-0.11921,0.05417,0,-0.030195
1,0.55,0.75,0.1,-0.12334,0.035839,0,-0.027265
1,0.6,0.75,0.1,-0.12982,0.013658,0,-0.023651
1,0.65,0.75,0.1,-0.13923,-0.016185,0,-0.018774
1,0.7,0.75,0.1,-0.15135,-0.058433,0,-0.011609
1,0.75,0.75,0.1,-0.16411,-0.11724,0,-0.00063449
1,0.8,0.75,0.1,-0.17188,-0.19214,0,0.015669
1,0.85,0.75,0.1,-0.16423,-0.26966,0,0.037125
1,0.9,0.75,0.1,-0.12955,-0.31098,0,0.058274
1,0.95,0.75,0.1,-0.068493,-0.24557,0,0.067461
1,1,0.75,0.1,0,0,0,0.067313
1,0,0.8,0.1,0,0,0,-0.060728
1,0.05,0.8,0.1,-0.031414,0.13986,0,-0.06111
1,0.1,0.8,0.1,-0.060055,0.1884,0,-0.059454
1,0.15,0.8,0.1,-0.079484,0.19079,0,-0.055365
1,0.2,0.8,0.1,-0.087307,0.17359,0,-0.051707
1,0.25,0.8,0.1,-0.087252,0.15035,0,-0.04878
1,0.3,0.8,0.1,-0.082739,0.12698,0,-0.046263
1,0.35,0.8,0.1,-0.076054,0.10563,0,-0.043908
1,0.4,0.8,0.1,-0.06878,0.086757,0,-0.041586
1,0.45,0.8,0.1,-0.062068,0.069996,0,-0.039236
1,0.5,0.8,0.1,-0.056844,0.054424,0,-0.036814
1,0.55,0.8,0.1,-0.053987,0.038485,0,-0.034212
1,0.6,0.8,0.1,-0.054535,0.019649,0,-0.031151
1,0.65,0.8,0.1,-0.05974,-0.0060736,0,-0.026908
1,0.7,0.8,0.1,-0.070833,-0.044364,0,-0.020055
1,0.75,0.8,0.1,-0.088333,-0.10182,0,-0.008241
1,0.8,0.8,0.1,-0.10975,-0.18266,0,0.011659
1,0.85,0.8,0.1,-0.12591,-0.27981,0,0.041565
1,0.9,0.8,0.1,-0.12167,-0.35587,0,0.076486
1,0.95,0.8,0.1,-0.077976,-0.31661,0,0.10257
1,1,0.8,0.1,0,0,0,0.11124
1,0,0.85,0.1,0,0,0,-0.089958
1,0.05,0.85,0.1,-0.04488,0.17379,0,-0.085378
1,0.1,0.85,0.1,-0.067366,0.20919,0,-0.075725
1,0.15,0.85,0.1,-0.066587,0.1965,0,-0.066742
1,0.2,0.85,0.1,-0.051691,0.16894,0,-0.060125
1,0.25,0.85,0.1,-0.030502,0.13997,0,-0.055429
1,0.3,0.85,0.1,-0.007717,0.1141,0,-0.051823
1,0.35,0.85,0.1,0.01429,0.092296,0,-0.048792
1,0.4,0.85,0.1,0.034299,0.07428,0,-0.046074
1,0.45,0.85,0.1,0.051656,0.059268,0,-0.043536
1,0.5,0.85,0.1,0.065948,0.046207,0,-0.04109
1,0.55,0.85,0.1,0.076722,0.033655,0,-0.038582
1,0.6,0.85,0.1,0.083167,0.01944,0,-0.035647
1,0.65,0.85,0.1,0.083776,0.00017509,0,-0.031412
1,0.7,0.85,0.1,0.07616,-0.029389,0,-0.024022
1,0.75,0.85,0.1,0.057083,-0.076699,0,-0.010303
1,0.8,0.85,0.1,0.024142,-0.15025,0,0.014395
1,0.85,0.85,0.1,-0.019166,-0.2535,0,0.054654
1,0.9,0.85,0.1,-0.062099,-0.36287,0,0.10773
1,0.95,0.85,0.1,-0.061371,-0.3758,0,0.16319
1,1,0.85,0.1,0,0,0,0.19007
1,0,0.9,0.1,0,0,0,-0.14433
1,0.05,0.9,0.1,-0.043595,0.21313,0,-0.12327
1,0.1,0.9,0.1,-0.031961,0.20515,0,-0.092203
1,0.15,0.9,0.1,0.01699,0.16932,0,-0.075414
1,0.2,0.9,0.1,0.069264,0.13426,0,-0.06445
1,0.25,0.9,0.1,0.11848,0.10462,0,-0.057604
